Character,Dialogue,Season,Episode
Ross,puzzled what,9,22
Ross,looking astonished what no i am not going to give them ben,9,22
Ross,the data we are receiving from mri scans and dna testing of these fossils are  are staggering,9,22
Ross,reading from a notepad i mean we have been accepting leakey is dates as a given but if they are off by even a hundred thousand years or so then you can  you can just throw most of our assumptions you know right in the trash he throws the notepad in the waste bin soso what i am saying is  is is that he picks the notepad back from the waste bin is that the repercussions could be huge i mean not just in palaeontology but ifif you think about it in evolutionary biology uh genetics geology uh i mean truly the mind boggles,9,22
Ross,oh that is not what you want,9,22
Phoebe,oh i will take some of that,9,22
Rachel,pheebs that is for men,9,22
Phoebe,no i know this way when i go to the party later mike will know i am over him cause im gonna smell like another guy to the shop assistant yeah,9,22
Phoebe,ok oh good im dating a russian cab driver to the shop assistant seriously does anyone buy this i smell like beets,9,22
Rachel,on melanie griffith in working girl i think what you want is over here,9,22
Rachel,really,9,22
Rachel,oh i cannot because ii have seen them,9,22
Rachel,yeah im a big fan of the movies you know motion pictures the talkies,9,22
Phoebe,picks up a dress hey rach will you come with me to a dressing room,9,22
Rachel,sure,9,22
Phoebe,ok,9,22
Rachel,you know that depends on what it is i have done a lot of stuff,9,22
Phoebe,so what were you doing out there do you not like charlie,9,22
Rachel,she is ok i just do not get a really good vibe from her,9,22
Phoebe,why,9,22
Rachel,i do not know you know just the way she waltzed in here all smart and tall you know and just swept joey off his feet i mean nobody else has a chance,9,22
Phoebe,who else,9,22
Rachel,anybody you me you know monica is mom,9,22
Phoebe,you like joey,9,22
Rachel,shhhhh phoebe all right look i have a little thing for him,9,22
Phoebe,whispering oh my god,9,22
Rachel,it is just physical and i have it totally under control ok it is just when i see them together sometimes i just get a little jealous,9,22
Phoebe,uh wow isnot it ironic that he liked you and now you like him,9,22
Rachel,annoyed oh i get it,9,22
Phoebe,oh well as long as it is under control you know you cannot do anything about it he is already dating her and she is a nice person that wouldnot be right,9,22
Rachel,i know i know so it is just not a big deal,9,22
Phoebe,yeah,9,22
Rachel,so can we keep this between us,9,22
Phoebe,sure,9,22
Rachel,ok great because i gotta get out of here the smell of beets is killing me,9,22
Phoebe,oh,9,22
Phoebe,any chance charlie has a deaf twin,9,22
Monica,hi honey,9,22
Chandler,hey look i brought a friend for dinner this is zack from work,9,22
Monica,oh of course it is so nice to see you again zack,9,22
Chandler,you guys havenot actually met before but boy you are both polite pause go to have a seat zack and i will get you a beer,9,22
Monica,i got it,9,22
Chandler,to mon so zack is pretty nice uh,9,22
Monica,yeah i guess,9,22
Chandler,so how would you like to have a baby that is half yours and half his,9,22
Monica,turns around and she is quite shocked excuse me,9,22
Chandler,well we are talking about sperm donors and zack may be the guy i mean look he is intelligent he is healthy he is athletic i mean he is spermtastic,9,22
Monica,chandler this is crazy what did you even say to him come up meet my wife give us your sperm,9,22
Chandler,no i invited him to dinner so you could get a chance to get to know him i mean if we go through a sperm bank you never meet the guy get to check him out,9,22
Monica,chandler,9,22
Chandler,im telling you he is great i mean even if my sperm worked fine i would think he would be the way to go,9,22
Monica,im not going to be a part of this you cannot just bring some random guy at home and expect him to be our sperm donor,9,22
Chandler,ok,9,22
Monica,uh,9,22
Chandler,bringing the beer to zack zack,9,22
Monica,tell me about yourself zack,9,22
Rachel,oh god do you think she heard it would be so bad if she heard,9,22
Phoebe,well maybe she didnot hear ok im gonna go into that dressing room you stay in here and i will talk and see if you can hear me,9,22
Rachel,ok great,9,22
Rachel,oh thank god i cannot hear a word that you are saying,9,22
Phoebe,sticks her head out i didnot say anything yet,9,22
Rachel,sticks her head out too well get back in there and talk,9,22
Phoebe,goes back in im rachel it is so annoying when i put emma on the phone to talk with my friends,9,22
Rachel,comes out again what,9,22
Phoebe,comes out too well some things are just hard to say to your face,9,22
Rachel,ok well i heard that which means that she heard it too,9,22
Phoebe,ooh we have a problem,9,22
Rachel,oh what are we gonna do,9,22
Rachel,oh my god,9,22
Rachel,yelling at the stranger alright enough out of you,9,22
Joey,hello,9,22
Ross,joey hey i need to talk to charlie is she there,9,22
Joey,no no eh she went shopping with rachel why what is up,9,22
Ross,im meeting with professor sherman about my being the keynote speaker,9,22
Joey,oh how is it going,9,22
Ross,it could be better he uhm he fell asleep,9,22
Joey,what but i already bought my ticket to bermuda,9,22
Ross,barbados,9,22
Joey,fine i will rent a car and drive ross you have to get that job,9,22
Ross,what am i supposed to do he is out cold in fact he was just talking in his sleep before and evidently he wants someone named fran to spank him harder,9,22
Joey,well just wake him up,9,22
Ross,i cannot if he realizes that im the one that put him to sleep i wonot get the job,9,22
Joey,uh that is a tough one oh wait a minute this happened to me before yeah i was auditioning for a play and the producer fell asleep and pause no wait a minute it was me who fell asleep yeah i mean hey shakespeare how about a chase scene once in a while,9,22
Monica,hey guys dinner is ready,9,22
Chandler,so what do you think i want that guys genes for my kid those eyes those cheeckbones,9,22
Monica,ok there is enthusiastic and there is just plain gay,9,22
Chandler,you do not like him,9,22
Monica,i think he is fine it is just that we do not know anything real about him we should get more information,9,22
Chandler,alright just follow my lead,9,22
Chandler,oh thanks im crazy about our place hey speaking of crazy do you have a history of mental illness in the family,9,22
Chandler,very seriously that is really not the kind of thing we are looking for zack,9,22
Monica,oh friends first drunk in london you know the story i have got a better question for you do you or any of your blood relatives have diabetes,9,22
Monica,eh heart disease alzheimers gout,9,22
Monica,we are just making conversation chandler makes an agreeingsound,9,22
Chandler,you know what is not funny male pattern baldness monica stretches her neck to look behind zack is head and then gives chandler an ok sign,9,22
Chandler,i noticed you were enjoying that ravioli with a beautiful set of teeth did you have braces as a child,9,22
Monica,yess m  c highfive and zack looks confused again,9,22
Chandler,proceeding with his dinner we are teeth people zack,9,22
Rachel,alright let is just do it let is just go over there and see if she heard,9,22
Phoebe,good plan,9,22
Rachel,ok phoebe starts to walk in the opposite direction though rachel sees and follows her wha where where are you going,9,22
Phoebe,oh im sorry rachel i do not have time for your childish games ok i still have to go find something incredible to wear so i can beat mike at who is more over who at which she walks away,9,22
Rachel,to charlie hey hi hey where have you been,9,22
Rachel,pretends to be stunned oh wi in the dres in the dressing room well that is so weird phoebe and i were just trying on clothes in the dressing room god it is just such a small world,9,22
Rachel,oh god you did you heard ok listen let me explain,9,22
Rachel,after a pause yeah,9,22
Rachel,yeah that is phoebe that is phoebe you know she just wants them all it is like she is a nympho,9,22
Rachel,yeah,9,22
Rachel,looks ashamed i try,9,22
Ross,to the still half asleep professor oh my god you really want me to be the keynote speaker thank you hugs him whilst still on his lap,9,22
Joey,impressed wow you look drops the cookie stopeating hot which is like the highest level of hotness,9,22
Phoebe,are you sure because im really dreading going to this party,9,22
Joey,then do not go,9,22
Phoebe,mike knows im coming and if i do not show up he will think it is because of him and i do not want to lose face that is a very serious thing in my culture,9,22
Joey,alright then you go to that party and you pretend to be over mike and afterward you come to my place and i will get you good and drunk,9,22
Phoebe,you got it ok but not on the wine that you made ok because i just do not want to go back to the emergency room,9,22
Phoebe,david,9,22
Phoebe,oh my god they hug,9,22
Phoebe,yeah whatwhat are you doing here,9,22
Phoebe,what happened,9,22
Phoebe,yeah,9,22
Phoebe,well it is great that you are back how are you,9,22
Phoebe,good,9,22
Phoebe,disappointed oh good for you,9,22
Phoebe,mike and i broke up,9,22
Phoebe,really,9,22
Phoebe,i understand yeah ok so then ok so we are both living in new york not seeing anyone that is so not like us,9,22
Phoebe,well pause no,9,22
Phoebe,i would love to,9,22
Phoebe,ok they walk away together,9,22
Phoebe,oh got it stay upwind of me,9,22
Rachel,no that is david,9,22
Rachel,disapprovingly tip of the iceberg,9,22
Chandler,you sure you do not wanna stick around a little longer,9,22
Chandler,are you just tired now or are you always tired cause that could be a sign of clinical depression,9,22
Chandler,ok,9,22
Chandler,i think we have found our sperm,9,22
Monica,does seem pretty perfect,9,22
Chandler,yeah you think so well should i ask him,9,22
Monica,pause no,9,22
Chandler,why not just because his greatgrandmother was obese our kids are gonna get that from you anyway,9,22
Monica,no that is not it it is just that when we were asking him all those questions before i just i just realized i do not care if he is the most perfect guy in the world he is not you,9,22
Chandler,yeah he is better,9,22
Monica,no he is not and if i cannot get pregnant with you then i do not want to get pregnant by him or anyone else,9,22
